age,fnlwgt,education,education-num,occupation,relationship,sex,hours-per-week,income
24,183594,15444,9,5589,1441,31937,40,24720
26,341353,7881,13,4891,1441,31937,15,24720
43,247981,15444,9,6089,5022,31937,50,24720
34,193565,1746,7,6089,19396,31937,40,24720
38,39606,7881,13,6058,2253,15684,40,24720
51,127149,1746,7,1485,19396,31937,45,7841
31,233371,15444,9,1843,2253,15684,45,24720
49,182752,582,16,6110,2253,15684,35,7841
26,269060,7881,13,5589,7228,15684,40,24720
28,179949,15444,9,2341,5022,15684,20,24720
22,32950,10512,10,5474,19396,31937,37,24720
26,160445,15444,9,6089,12281,31937,40,24720
45,223999,735,5,4891,19396,31937,40,7841
39,81487,10512,10,6058,5022,15684,40,24720
23,314539,15444,9,5474,19396,31937,40,24720
62,337721,15444,9,1843,19396,31937,8,24720
42,100793,7881,13,6110,19396,31937,60,7841
39,255407,15444,9,6089,19396,31937,40,24720
43,92775,2034,11,6089,12281,31937,40,24720
33,33308,10512,10,1485,12281,31937,70,24720
68,493363,7881,13,6058,19396,31937,20,24720
30,159589,2610,14,1843,19396,31937,46,7841
32,107218,7881,13,5589,12281,31937,40,24720
25,123586,10512,10,5589,5022,31937,40,24720
53,158352,494,3,4891,1441,15684,24,24720
38,76317,2034,11,6058,19396,31937,55,7841
62,176753,15444,9,1843,19396,31937,40,24720
20,122346,15444,9,3006,7228,31937,40,24720
26,463194,15444,9,6089,19396,31937,40,24720
23,162228,15444,9,2341,7228,31937,40,24720
43,115005,15444,9,1436,12281,15684,40,24720
29,183285,10512,10,981,12281,31937,36,24720
34,169605,1336,6,4891,5022,15684,36,24720
24,450695,10512,10,5474,7228,31937,35,24720
44,124692,2610,14,6110,19396,31937,35,7841
19,63918,10512,10,5589,12281,31937,40,24720
47,102569,7881,13,5589,19396,31937,40,7841
40,289309,10512,10,4891,12281,15684,48,24720
45,101825,15444,9,5474,5022,15684,45,24720
43,206833,15444,9,2066,5022,15684,45,24720
22,77873,735,5,1843,12281,31937,30,24720
50,145333,582,16,6110,1441,31937,50,7841
72,194548,10512,10,1843,12281,31937,3,24720
29,206351,7881,13,6110,12281,31937,40,24720
47,198200,7881,13,6058,12281,31937,50,24720
24,140001,15444,9,5474,7228,31937,35,24720
22,287988,10512,10,1843,12281,31937,15,24720
21,143604,15444,9,5589,7228,15684,40,24720
30,146161,15444,9,6058,19396,31937,50,7841
37,196529,10512,10,4891,12281,15684,40,24720
74,192413,819,15,6110,1441,31937,40,24720
70,139889,10512,10,1485,19396,31937,70,24720
27,104917,2034,11,6089,19396,31937,40,24720
32,161478,7881,13,5589,5022,15684,46,24720
30,35644,1746,7,2066,19396,31937,50,24720
29,116751,2034,11,981,5022,31937,56,24720
18,238867,1746,7,2066,7228,31937,40,24720
31,265706,15444,9,6089,19396,31937,40,7841
39,179668,10512,10,981,19396,31937,70,24720
21,57951,10512,10,4891,7228,15684,30,24720
31,176711,15444,9,2341,19396,31937,38,24720
33,368675,10512,10,981,19396,31937,40,24720
39,216149,819,15,6110,12281,31937,70,7841
29,173851,15444,9,6089,19396,31937,40,24720
34,90705,10512,10,1436,19396,31937,40,24720
52,216342,7881,13,6058,5022,15684,55,24720
35,140752,15444,9,5474,12281,31937,25,24720
33,116508,1336,6,6089,19396,31937,40,24720
40,224361,735,5,1843,5022,15684,5,24720
43,180303,7881,13,6058,19396,31937,50,7841
66,196736,239,2,1843,12281,31937,30,24720
51,110327,7881,13,6058,19396,31937,40,7841
36,185607,15444,9,4891,5022,15684,30,24720
17,244856,1746,7,6110,7228,15684,40,24720
32,198068,15444,9,6089,19396,31937,40,24720
39,97136,15444,9,3006,5022,15684,40,24720
19,164658,10512,10,1485,7228,31937,60,24720
54,235693,1746,7,5589,12281,31937,40,7841
45,197038,7881,13,6110,12281,31937,50,7841
47,97419,7881,13,6110,12281,15684,40,24720
49,208872,15444,9,1485,19396,31937,98,24720
32,205528,15444,9,5589,5022,15684,40,24720
28,146042,15444,9,6089,19396,31937,50,24720
39,222641,7881,13,5474,19396,31937,40,24720
27,376936,15444,9,5474,12281,31937,50,24720
42,138077,2610,14,6110,2253,15684,38,7841
24,155913,7881,13,6110,19396,31937,44,24720
45,36006,7881,13,6089,19396,31937,45,7841
19,214678,15444,9,4891,7228,31937,30,24720
46,369538,1336,6,2341,19396,31937,40,7841
50,166565,15444,9,2341,19396,31937,40,24720
32,257043,15444,9,5589,12281,15684,42,24720
47,181130,819,15,6110,19396,31937,50,7841
69,254834,7881,13,1843,19396,31937,10,7841
43,38876,15444,9,1485,19396,31937,50,24720
29,187073,7881,13,6089,12281,31937,40,24720
43,156996,819,15,6110,19396,31937,55,7841
90,313749,7881,13,6110,7228,15684,10,24720
41,331651,819,15,6058,2253,15684,50,7841
24,243368,78,1,1485,12281,31937,36,24720
24,32921,10512,10,1485,7228,31937,50,24720
24,117167,10512,10,4891,12281,15684,53,24720
35,401930,15444,9,5589,2253,15684,42,7841
30,114691,7881,13,5589,1441,31937,40,24720
46,99385,7881,13,6058,5022,15684,40,24720
19,210308,10512,10,5589,7228,15684,30,24720
39,252327,735,5,6089,7228,31937,35,24720
43,90582,15444,9,2341,19396,31937,40,24720
35,190194,15444,9,5589,12281,15684,40,24720
65,264188,15444,9,5474,12281,15684,24,24720
34,243776,15444,9,6089,5022,31937,40,24720
41,67065,2034,11,5474,19396,31937,40,24720
24,204209,10512,10,1485,7228,31937,60,24720
24,226668,15444,9,4891,12281,31937,35,24720
34,174215,2610,14,6058,12281,15684,45,7841
33,315143,15444,9,5474,19396,31937,40,7841
37,118681,15444,9,3006,12281,31937,38,24720
39,208109,15444,9,2341,19396,31937,60,7841
58,116901,15444,9,4891,5022,15684,25,24720
36,405644,15444,9,6089,19396,31937,35,24720
33,293550,10512,10,1436,2253,15684,40,24720
42,328581,2610,14,6110,19396,31937,55,24720
31,217962,10512,10,981,1441,31937,40,24720
57,158827,15444,9,6089,5022,31937,40,24720
67,65475,15444,9,1436,19396,31937,40,7841
23,159709,15444,9,6089,12281,31937,40,24720
35,140474,10512,10,6110,19396,31937,40,24720
43,144778,7881,13,6110,19396,31937,55,7841
39,83242,10512,10,1485,19396,31937,60,24720
36,143385,15444,9,6089,12281,31937,40,24720
29,167544,1566,12,4891,5022,15684,13,24720
25,122175,15444,9,2066,7228,31937,40,24720
54,378747,1336,6,2341,5022,31937,45,7841
24,230475,15444,9,6089,19396,31937,44,24720
50,120781,7881,13,5474,19396,31937,60,7841
70,206232,1336,6,3006,19396,31937,50,24720
61,298400,7881,13,5474,12281,31937,48,7841
51,163671,7881,13,6058,19396,31937,40,24720
38,140583,2610,14,1485,19396,31937,70,24720
51,137253,15444,9,6110,5022,15684,40,7841
28,246974,15444,9,4891,12281,31937,40,24720
66,182470,819,15,6110,19396,31937,25,7841
57,107617,15444,9,1485,12281,31937,60,7841
44,116358,7881,13,5474,19396,31937,50,7841
29,250819,10512,10,5589,12281,15684,40,24720
21,196508,10512,10,5474,7228,15684,40,24720
42,367533,1336,6,6089,7228,31937,43,7841
74,188709,819,15,6110,19396,31937,50,7841
50,271160,10512,10,5474,12281,15684,40,24720
65,173674,15444,9,4891,1441,15684,14,24720
64,257790,15444,9,1843,5022,15684,38,24720
44,322391,1746,7,4891,5022,15684,30,24720
34,209691,2034,11,6110,19396,31937,50,7841
17,104232,1336,6,4891,7228,31937,10,24720
17,86786,1336,6,1843,7228,15684,40,24720
43,88233,10512,10,2341,19396,31937,60,24720
32,240888,1566,12,5589,5022,15684,40,24720
54,169719,7881,13,5474,19396,31937,40,7841
20,129240,10512,10,5589,7228,15684,20,24720
23,160968,10512,10,6110,7228,31937,10,24720
34,236861,15444,9,4891,19396,31937,45,24720
30,109282,10512,10,5474,7228,31937,20,24720
32,215047,912,4,3006,19396,31937,40,24720
40,115932,7881,13,6110,19396,31937,60,7841
28,55360,10512,10,6089,12281,31937,40,24720
44,224658,15444,9,6089,19396,31937,45,7841
29,376302,2034,11,1436,2253,15684,35,7841
28,183597,582,16,6110,12281,31937,50,24720
37,115289,10512,10,6058,19396,31937,40,24720
56,258883,10512,10,6089,19396,31937,40,24720
27,69132,7881,13,6110,12281,31937,40,24720
34,207301,15444,9,3006,5022,15684,20,24720
37,179671,15444,9,6089,12281,31937,40,24720
66,140456,7881,13,5474,19396,31937,40,7841
19,327397,15444,9,6110,7228,31937,30,24720
60,200235,2034,11,6110,5022,15684,40,24720
54,108435,10512,10,2341,19396,31937,30,24720
47,195978,15444,9,6089,19396,31937,40,7841
47,329144,10512,10,6110,12281,31937,48,7841
48,250674,2034,11,6089,19396,31937,60,24720
57,176897,15444,9,1843,19396,31937,60,24720
50,132716,10512,10,6058,19396,31937,50,7841
62,174201,735,5,4891,5022,15684,25,24720
45,167617,10512,10,4891,19396,31937,40,24720
55,254949,15444,9,2066,19396,31937,40,24720
62,319582,15444,9,5474,12281,15684,32,24720
25,248990,1336,6,3006,19396,31937,40,24720
49,144396,1746,7,6058,12281,15684,38,24720
32,200469,10512,10,981,5022,15684,40,24720
25,55636,15444,9,2066,12281,31937,40,24720
39,185624,10512,10,3006,19396,31937,50,24720
27,125442,10512,10,6058,19396,31937,50,24720
43,160943,15444,9,4891,19396,31937,40,7841
30,243841,15444,9,4891,1441,15684,40,24720
21,34616,10512,10,5474,7228,15684,20,24720
33,235847,819,15,6058,2253,15684,40,7841
33,174789,10512,10,5589,12281,31937,50,24720
33,280111,1746,7,5589,5022,15684,38,24720
70,236055,912,4,4891,12281,15684,35,24720
25,237865,10512,10,4891,7228,31937,42,24720
17,194612,1746,7,4891,7228,31937,25,24720
20,173851,10512,10,1485,7228,31937,40,24720
19,372483,10512,10,4891,1441,31937,35,24720
71,422149,10512,10,6058,19396,31937,40,7841
31,174201,1566,12,6058,19396,31937,40,24720
26,272618,7881,13,5474,19396,31937,55,24720
52,74660,2610,14,6058,19396,31937,40,24720
26,201481,7881,13,6058,12281,15684,40,24720
38,175232,15444,9,3006,12281,31937,45,24720
25,336440,10512,10,4891,12281,31937,40,24720
22,46645,7881,13,6110,12281,15684,9,24720
48,31141,10512,10,981,19396,31937,40,7841
53,281425,15444,9,6089,19396,31937,40,7841
30,31510,1566,12,6089,12281,31937,50,24720
44,310255,10512,10,6089,19396,31937,60,7841
32,82393,7881,13,6110,19396,31937,56,7841
59,190514,1746,7,6089,19396,31937,20,24720
49,165513,10512,10,2066,5022,15684,40,24720
65,178931,15444,9,1843,19396,31937,40,24720
31,226696,15444,9,6089,12281,31937,50,7841
53,195813,494,3,6089,19396,31937,40,7841
44,165815,735,5,3006,12281,31937,40,24720
36,123983,7881,13,6110,19396,31937,55,7841
36,235371,15444,9,5474,12281,15684,40,24720
37,147258,735,5,3006,19396,31937,50,7841
63,222289,7881,13,1843,19396,31937,54,7841
67,171564,15444,9,6110,2253,15684,30,7841
29,255949,7881,13,5474,5022,31937,40,24720
52,186272,15444,9,5474,12281,31937,40,24720
37,282872,15444,9,6089,19396,31937,40,24720
21,111676,10512,10,4891,12281,15684,40,24720
36,199501,10512,10,6058,5022,15684,38,24720
24,151443,15444,9,3006,1441,15684,30,24720
31,145935,15444,9,6058,7228,31937,40,24720
54,230387,15444,9,5589,5022,15684,35,24720
44,127592,7881,13,1436,19396,31937,40,24720
18,210828,10512,10,2066,7228,31937,30,24720
41,297186,15444,9,2341,2253,15684,40,24720
37,116554,2610,14,6058,12281,15684,70,24720
30,144593,15444,9,4891,12281,31937,40,24720
26,147719,7881,13,6110,12281,31937,20,24720
68,89011,582,16,6110,19396,31937,50,24720
31,38158,10512,10,5474,19396,31937,40,24720
48,178686,15444,9,6089,12281,31937,40,24720
80,172826,15444,9,1843,19396,31937,8,24720
26,155752,10512,10,3006,19396,31937,40,24720
63,100099,735,5,2341,19396,31937,40,24720
19,231688,10512,10,3006,7228,31937,20,24720
30,147215,10512,10,1843,7228,15684,30,24720
42,50122,15444,9,5474,19396,31937,60,24720
64,86837,1566,12,4891,19396,31937,40,7841
32,113364,7881,13,2341,12281,31937,40,24720
50,289390,15444,9,6089,19396,31937,47,24720
73,77884,15444,9,1485,19396,31937,40,24720
32,390157,7881,13,6110,12281,15684,40,24720
53,89587,10512,10,2341,19396,31937,45,7841
58,234328,7881,13,5474,12281,31937,40,24720
37,365430,10512,10,6089,19396,31937,40,7841
24,410439,10512,10,6089,7228,31937,15,24720
53,129525,7881,13,6058,19396,31937,50,7841
23,166527,10512,10,6058,7228,15684,40,24720
42,109912,1566,12,1843,1441,15684,40,24720
30,210906,15444,9,6058,1441,15684,40,24720
38,405284,7881,13,4891,7228,15684,35,24720
28,138269,15444,9,6089,12281,31937,40,24720
19,25429,633,8,4891,7228,15684,20,24720
45,231672,15444,9,3006,19396,31937,40,24720
26,258550,7881,13,5589,7228,31937,40,24720
33,268147,735,5,5474,5022,15684,40,24720
29,54411,15444,9,1485,12281,31937,50,24720
54,37289,2610,14,6058,2253,15684,55,7841
23,157951,10512,10,6058,12281,15684,50,24720
43,225165,15444,9,5474,19396,31937,55,7841
37,238049,735,5,238,12281,15684,30,24720
31,197252,912,4,4891,19396,31937,40,24720
56,216636,633,8,6058,19396,31937,40,24720
25,183575,1746,7,6089,7228,31937,40,24720
17,19752,1746,7,4891,7228,15684,25,24720
37,103925,15444,9,5589,5022,15684,68,24720
60,31577,2034,11,1436,19396,31937,40,24720
59,61298,7881,13,6058,12281,15684,40,24720
59,190541,15444,9,6089,19396,31937,40,7841
46,366089,819,15,6110,19396,31937,40,7841
28,389857,15444,9,1843,1441,31937,16,24720
33,192644,15444,9,1843,12281,31937,40,24720
24,216129,15444,9,6089,7228,31937,50,24720
29,51944,15444,9,4891,2253,15684,40,7841
33,67482,2034,11,4891,5022,15684,99,24720
29,108775,15444,9,1843,19396,31937,40,24720
23,279243,10512,10,981,12281,31937,40,24720
20,278391,10512,10,5589,7228,31937,25,24720
60,349898,15444,9,4891,12281,15684,44,24720
44,219441,1336,6,5474,5022,15684,35,24720
18,173255,15444,9,2341,7228,31937,25,24720
52,29623,633,8,4891,5022,15684,40,24720
31,217460,15444,9,6089,12281,31937,45,24720
30,163604,7881,13,6110,5022,15684,55,7841
33,163110,15444,9,2066,19396,31937,40,24720
20,238685,10512,10,4891,12281,15684,32,24720
27,251854,7881,13,1843,2253,15684,35,7841
33,213308,2034,11,5589,7228,15684,50,24720
25,193773,15444,9,4891,12281,15684,35,24720
63,114011,15444,9,6089,12281,15684,20,24720
63,52144,10512,10,6058,12281,31937,35,24720
43,347934,15444,9,5474,12281,15684,30,24720
58,293399,1746,7,3006,12281,15684,40,24720
70,118630,2034,11,1843,5022,15684,35,24720
35,127306,2034,11,5589,7228,15684,40,7841
42,366180,10512,10,6058,19396,31937,55,7841
20,188950,10512,10,981,7228,31937,25,24720
35,189382,15444,9,6089,12281,31937,40,24720
62,24515,735,5,6058,19396,31937,40,24720
41,283116,15444,9,6089,5022,15684,50,24720
43,182217,7881,13,6110,2253,15684,35,24720
19,552354,633,8,3006,7228,31937,40,24720
46,163021,15444,9,5589,7228,15684,40,24720
47,61885,7881,13,6110,19396,31937,50,7841
36,182898,7881,13,6058,19396,31937,40,7841
45,183092,1566,12,5589,12281,15684,40,24720
48,30289,1336,6,6089,19396,31937,30,24720
29,77572,1566,12,5589,12281,15684,40,24720
48,118330,7881,13,6058,19396,31937,40,7841
36,469056,15444,9,5474,5022,15684,25,24720
58,145574,1746,7,6089,19396,31937,40,24720
43,302041,15444,9,5589,12281,15684,40,24720
59,32552,7881,13,6089,19396,31937,4,24720
42,185413,7881,13,6058,19396,31937,40,24720
33,26543,2034,11,1436,19396,31937,40,7841
23,163870,10512,10,14,1441,31937,40,24720
21,240063,10512,10,2066,7228,31937,25,24720
48,208748,494,3,3006,5022,15684,40,24720
32,84119,15444,9,6089,19396,31937,40,24720
31,84130,10512,10,5589,19396,31937,50,7841
66,261062,2610,14,6110,12281,15684,40,24720
23,336010,7881,13,5589,12281,31937,32,24720
52,389270,10512,10,5589,2253,15684,35,7841
17,138293,1746,7,2066,7228,31937,15,24720
35,240389,10512,10,5474,19396,31937,43,7841
39,190297,582,16,6110,19396,31937,55,7841
21,170070,10512,10,1843,12281,15684,10,24720
24,149457,10512,10,5589,5022,15684,40,24720
45,81534,15444,9,4891,19396,31937,84,7841
25,378322,15444,9,6089,12281,31937,50,24720
29,196912,7881,13,6110,12281,31937,40,24720
56,116143,7881,13,5589,19396,31937,44,7841
34,80933,15444,9,1485,12281,31937,40,24720
64,190660,15444,9,6089,12281,31937,40,7841
27,120155,15444,9,5589,19396,31937,39,24720
47,167159,15444,9,3006,12281,31937,40,24720
36,58343,7881,13,1436,19396,31937,42,7841
44,161240,15444,9,3006,12281,31937,40,24720
31,126402,15444,9,1485,12281,15684,60,24720
23,148709,15444,9,5589,1441,15684,35,24720
45,318280,10512,10,6110,19396,31937,50,7841
31,80058,15444,9,3006,7228,31937,64,24720
45,274689,1336,6,6089,19396,31937,60,24720
42,157367,15444,9,5589,5022,15684,35,24720
33,217460,1566,12,6110,19396,31937,40,7841
33,33727,2610,14,6110,2253,15684,40,24720
30,166961,10512,10,5589,2253,15684,20,7841
25,146117,10512,10,3006,12281,31937,42,24720
33,160216,2610,14,6058,12281,15684,32,24720
70,124449,2610,14,6058,19396,31937,8,7841
22,50163,735,5,2341,7228,31937,40,24720
30,235271,7881,13,5474,19396,31937,40,7841
46,121124,1566,12,6058,19396,31937,50,7841
43,144218,633,8,2341,19396,31937,60,24720
37,94334,912,4,3006,7228,15684,25,24720
59,169982,10512,10,6058,19396,31937,60,7841
51,35295,15444,9,1485,5022,31937,45,24720
47,133969,7881,13,6058,19396,31937,65,24720
36,35429,10512,10,6058,19396,31937,60,24720
73,205580,494,3,6110,19396,31937,6,24720
32,177794,2610,14,6110,12281,15684,40,24720
34,167474,15444,9,5474,19396,31937,50,24720
51,35211,15444,9,2341,19396,31937,40,24720
20,117244,15444,9,3006,5022,15684,45,24720
57,194850,10512,10,4891,19396,31937,40,24720
19,144911,10512,10,4891,7228,31937,20,24720
45,197240,633,8,5474,19396,31937,40,7841
55,101338,1336,6,6089,19396,31937,40,24720
60,148522,10512,10,6089,19396,31937,40,24720
19,97261,15444,9,1485,12281,31937,40,24720
35,166606,15444,9,1436,19396,31937,40,24720
20,229414,15444,9,3006,7228,15684,30,24720
34,209213,7881,13,6110,1441,31937,15,24720
26,291968,819,15,6110,19396,31937,40,7841
73,127858,10512,10,1436,12281,15684,40,24720
27,302406,2610,14,6110,19396,31937,55,24720
37,29054,2034,11,1485,7228,31937,84,24720
73,336007,15444,9,5474,19396,31937,40,24720
46,349230,2034,11,1436,19396,31937,40,7841
36,101481,15444,9,5589,12281,31937,40,24720
54,46704,15444,9,1485,19396,31937,60,7841
49,233639,1746,7,4891,19396,31937,50,24720
68,31725,15444,9,1485,19396,31937,40,24720
34,54850,7881,13,6058,12281,31937,50,24720
30,293512,2034,11,6110,12281,31937,40,24720
28,375655,7881,13,5474,5022,31937,50,24720
28,105817,1746,7,6058,19396,31937,50,7841
25,203408,10512,10,4891,19396,31937,40,24720
26,162302,10512,10,3006,12281,31937,40,24720
40,163455,10512,10,1436,19396,31937,55,7841
32,100135,15444,9,5589,5022,15684,40,24720
60,41517,1746,7,1843,5022,15684,20,24720
18,102182,633,8,238,12281,15684,30,24720
36,414683,7881,13,6110,19396,31937,40,24720
26,194352,7881,13,6110,7228,15684,40,24720
24,194096,15444,9,6110,7228,15684,45,24720
90,153602,15444,9,4891,19396,31937,40,24720
20,215495,10512,10,5589,7228,15684,40,24720
27,164607,7881,13,1436,7228,31937,50,24720
58,34878,7881,13,6110,12281,15684,50,24720
37,126569,2610,14,6058,19396,31937,40,7841
65,315728,15444,9,1843,5022,15684,75,24720
28,22422,15444,9,6058,12281,31937,40,24720
36,178222,7881,13,6110,12281,15684,60,24720
45,56841,15444,9,6089,19396,31937,40,7841
23,300275,15444,9,5474,12281,31937,48,24720
69,197288,15444,9,6058,19396,31937,35,24720
58,157786,15444,9,6058,19396,31937,40,24720
22,110684,15444,9,5589,7228,31937,20,24720
58,140729,7881,13,1485,19396,31937,35,24720
53,90127,10512,10,981,19396,31937,60,7841
44,37997,15444,9,1485,19396,31937,60,24720
31,61308,1336,6,4891,12281,31937,40,24720
46,171199,7881,13,3006,5022,15684,40,24720
48,128432,15444,9,4891,19396,31937,40,24720
46,195023,10512,10,5589,5022,15684,40,24720
43,122473,735,5,3006,5022,15684,40,24720
43,171888,10512,10,5589,12281,15684,40,24720
17,183784,1336,6,5474,7228,31937,15,24720
20,219262,10512,10,5474,7228,31937,40,24720
22,71379,10512,10,6110,12281,15684,35,24720
19,234519,10512,10,1843,7228,31937,35,24720
35,96824,10512,10,4891,5022,15684,40,24720
29,242597,7881,13,1436,12281,31937,40,24720
18,127388,10512,10,1843,7228,15684,40,24720
25,204536,15444,9,6089,12281,31937,35,24720
54,143804,1336,6,3006,19396,31937,40,24720
23,80680,10512,10,5474,7228,15684,16,24720
36,301227,494,3,238,5022,15684,35,24720
26,201930,15444,9,6089,19396,31937,50,24720
25,176616,15444,9,4891,7228,31937,40,24720
46,353219,735,5,4891,5022,15684,40,24720
41,126076,10512,10,6089,12281,15684,50,24720
31,156493,15444,9,6110,7228,31937,40,24720
48,435503,2610,14,6110,19396,31937,40,7841
52,561489,2610,14,6058,12281,15684,50,24720
22,100345,15444,9,2066,7228,31937,43,24720
18,36275,15444,9,6089,7228,31937,25,24720
46,110794,10512,10,5589,12281,15684,40,24720
34,143766,10512,10,981,7228,31937,40,24720
30,76313,15444,9,14,1441,31937,48,24720
31,121308,1746,7,4891,12281,31937,40,24720
21,216672,15444,9,6089,19396,31937,40,24720
41,89942,15444,9,5474,12281,31937,45,24720
45,103406,7881,13,6058,19396,31937,60,7841
30,158291,7881,13,5589,12281,31937,40,24720
21,455361,735,5,4891,5022,31937,35,24720
44,225263,10512,10,5474,5022,15684,46,24720
54,225307,1746,7,6089,7228,15684,50,7841
36,286115,15444,9,6089,19396,31937,40,7841
50,187830,7881,13,6058,12281,31937,50,7841
26,142506,7881,13,6110,5022,15684,35,24720
47,148576,819,15,6110,19396,31937,35,24720
36,185325,15444,9,4891,7228,31937,37,24720
32,27939,10512,10,5474,19396,31937,60,24720
21,383603,1336,6,4891,12281,15684,35,24720
30,140790,15444,9,5474,19396,31937,45,24720
34,226629,15444,9,238,12281,15684,40,24720
51,228516,15444,9,6089,12281,31937,45,24720
55,119762,1336,6,2341,19396,31937,50,24720
43,299197,10512,10,5589,19396,31937,40,24720
37,149297,15444,9,2066,12281,31937,30,24720
28,202558,10512,10,6058,7228,15684,40,24720
39,175232,10512,10,6110,19396,31937,50,24720
35,157473,15444,9,6089,19396,31937,40,24720
59,409842,2610,14,1843,19396,31937,20,24720
26,105787,15444,9,6089,7228,31937,36,24720
68,144056,15444,9,5589,19396,31937,40,24720
46,45363,819,15,6110,12281,31937,40,7841
21,205838,15444,9,4891,7228,31937,37,24720
23,115326,10512,10,5474,7228,15684,20,24720
17,186890,1336,6,5474,7228,15684,30,24720
23,304386,15444,9,4891,12281,15684,40,24720
34,24529,15444,9,5589,5022,31937,15,24720
33,183557,1566,12,6110,12281,15684,40,24720
31,342730,1566,12,2341,12281,31937,45,24720
31,182191,7881,13,1843,2253,15684,30,24720
56,67841,15444,9,5474,19396,31937,40,24720
21,351381,15444,9,5589,7228,15684,40,24720
45,293691,15444,9,5589,12281,15684,40,24720
41,220821,7881,13,6058,19396,31937,40,7841
26,190027,1336,6,2066,12281,15684,30,24720
41,343944,1746,7,4891,5022,15684,40,24720
46,110457,2610,14,6058,19396,31937,55,7841
47,72333,15444,9,5589,5022,15684,40,24720
43,193494,819,15,6110,19396,31937,60,7841
35,334999,15444,9,5474,19396,31937,45,24720
44,274363,15444,9,5474,12281,31937,50,24720
58,113806,7881,13,6058,19396,31937,30,7841
25,52536,1566,12,1436,7228,15684,25,24720
44,187720,2034,11,6089,5022,31937,40,24720
57,104996,10512,10,6089,12281,31937,42,24720
24,214555,10512,10,2066,19396,31937,40,24720
38,52963,7881,13,5589,12281,15684,50,24720
33,190511,912,4,2066,12281,31937,35,24720
25,75821,10512,10,6110,7228,15684,40,24720
33,123291,15444,9,3006,19396,31937,84,7841
50,226497,10512,10,981,19396,31937,52,7841
35,282979,15444,9,5474,19396,31937,50,7841
36,166549,7881,13,5589,12281,31937,55,7841
27,187746,10512,10,4891,7228,15684,40,24720
22,157145,2034,11,6089,7228,31937,50,24720
30,227551,15444,9,2341,19396,31937,40,24720
90,115306,2610,14,6058,7228,15684,40,24720
39,169249,15444,9,4891,1441,31937,40,24720
34,221966,7881,13,6110,12281,31937,45,24720
39,224566,7881,13,6058,19396,31937,60,7841
19,28119,10512,10,4891,7228,15684,4,24720
19,323810,1336,6,6089,12281,31937,40,24720
29,210498,15444,9,6089,19396,31937,40,24720
66,174995,1566,12,6089,19396,31937,30,24720
38,161141,10512,10,1436,19396,31937,45,24720
44,210534,494,3,2066,19396,31937,40,24720
34,112650,912,4,6089,7228,31937,40,24720
35,318891,1566,12,6058,12281,15684,40,24720
29,375655,7881,13,6110,12281,31937,40,24720
22,228465,15444,9,2341,19396,31937,40,24720
33,102130,10512,10,1843,7228,31937,40,24720
73,183213,2034,11,6110,12281,31937,60,7841
35,177305,10512,10,6058,19396,31937,40,24720
41,34037,15444,9,2066,12281,31937,40,24720
27,116613,10512,10,4891,2253,15684,50,24720
25,175540,15444,9,5589,12281,31937,50,24720
47,150768,7881,13,2066,12281,31937,51,7841
36,176634,7881,13,5474,2253,15684,35,7841
36,209993,239,2,4891,1441,15684,20,24720
25,206002,15444,9,1436,5022,15684,40,24720
37,201259,1746,7,2341,12281,31937,65,24720
26,202286,7881,13,1436,7228,31937,40,24720
53,96062,10512,10,6058,19396,31937,40,24720
36,578377,2610,14,6110,2253,15684,40,24720
30,509500,7881,13,1436,12281,15684,45,7841
53,324021,10512,10,4891,12281,15684,40,24720
37,107737,15444,9,6089,19396,31937,45,24720
41,129865,15444,9,6089,5022,31937,40,24720
53,103586,7881,13,2066,19396,31937,55,24720
23,187513,10512,10,4891,7228,31937,32,24720
28,172891,15444,9,1485,19396,31937,50,24720
53,207449,1336,6,4891,19396,31937,40,24720
32,209103,15444,9,2341,19396,31937,20,7841
33,408813,7881,13,5589,12281,15684,50,24720
27,209292,15444,9,5474,1441,15684,32,24720
52,144361,2034,11,6089,19396,31937,40,7841
31,209538,10512,10,5589,19396,31937,55,24720
27,244402,1566,12,6058,12281,15684,40,7841
44,889965,15444,9,2066,2253,15684,30,24720
37,298444,2610,14,6110,19396,31937,40,24720
39,163237,15444,9,6089,19396,31937,60,24720
18,311795,633,8,5474,7228,15684,20,24720
42,155972,15444,9,2066,19396,31937,40,7841
49,291783,7881,13,6089,19396,31937,40,7841
35,153535,15444,9,2066,5022,15684,36,24720
43,249771,15444,9,2341,19396,31937,99,24720
43,462180,819,15,6110,19396,31937,60,7841
31,308540,10512,10,6089,19396,31937,40,7841
27,34701,7881,13,4891,12281,31937,40,24720
46,106252,10512,10,5589,12281,15684,40,24720
54,138944,15444,9,5474,19396,31937,44,24720
37,140713,10512,10,5589,19396,31937,40,7841
53,216931,10512,10,981,19396,31937,40,7841
26,162312,10512,10,5589,12281,31937,20,24720
59,253062,819,15,6110,19396,31937,55,7841
36,359249,10512,10,5589,12281,31937,40,24720
32,231413,15444,9,3006,19396,31937,40,7841
53,197054,2610,14,6110,19396,31937,40,7841
26,130931,15444,9,5589,7228,15684,40,24720
35,30565,15444,9,4891,2253,15684,40,7841
48,105138,15444,9,6058,5022,15684,40,24720
30,178383,10512,10,2066,12281,31937,40,24720
38,241998,633,8,6089,19396,31937,40,7841
58,196403,15444,9,6058,2253,15684,10,7841
44,232421,15444,9,2341,12281,31937,32,24720
